 0.8000,  0.00038, -1.3404,  1.5365
 0.8000,  0.00058, -1.2287,  2.2571
 0.8000,  0.00083, -1.1170,  2.9496
 0.8000,  0.00116, -1.0053,  3.6054
 0.8000,  0.00154, -0.8936,  4.2162
 0.8000,  0.00198, -0.7819,  4.7744
 0.8000,  0.00245, -0.6702,  5.2732
 0.8000,  0.00292, -0.5585,  5.7062
 0.8000,  0.00337, -0.4468,  6.0681
 0.8000,  0.00376, -0.3351,  0.0712
 0.8000,  0.00407, -0.2234,  0.2782
 0.8000,  0.00427, -0.1117,  0.4035
 0.8000,  0.00433,  0.0000,  0.4454
 0.8000,  0.00427,  0.1117,  0.4035
 0.8000,  0.00407,  0.2234,  0.2782
 0.8000,  0.00376,  0.3351,  0.0712
 0.8000,  0.00337,  0.4468,  6.0681
 0.8000,  0.00292,  0.5585,  5.7062
 0.8000,  0.00245,  0.6702,  5.2732
 0.8000,  0.00198,  0.7819,  4.7744
 0.8000,  0.00154,  0.8936,  4.2162
 0.8000,  0.00116,  1.0053,  3.6054
 0.8000,  0.00083,  1.1170,  2.9496
 0.8000,  0.00058,  1.2287,  2.2571
 0.8000,  0.00038,  1.3404,  1.5365
