 1.2500,  0.00063, -1.3404,  2.8727
 1.2500,  0.00096, -1.2287,  4.2201
 1.2500,  0.00139, -1.1170,  5.5148
 1.2500,  0.00193, -1.0053,  0.4577
 1.2500,  0.00257, -0.8936,  1.5997
 1.2500,  0.00330, -0.7819,  2.6434
 1.2500,  0.00408, -0.6702,  3.5759
 1.2500,  0.00487, -0.5585,  4.3855
 1.2500,  0.00562, -0.4468,  5.0621
 1.2500,  0.00627, -0.3351,  5.5973
 1.2500,  0.00679, -0.2234,  5.9844
 1.2500,  0.00711, -0.1117,  6.2187
 1.2500,  0.00722,  0.0000,  0.0139
 1.2500,  0.00711,  0.1117,  6.2187
 1.2500,  0.00679,  0.2234,  5.9844
 1.2500,  0.00627,  0.3351,  5.5973
 1.2500,  0.00562,  0.4468,  5.0621
 1.2500,  0.00487,  0.5585,  4.3855
 1.2500,  0.00408,  0.6702,  3.5759
 1.2500,  0.00330,  0.7819,  2.6434
 1.2500,  0.00257,  0.8936,  1.5997
 1.2500,  0.00193,  1.0053,  0.4577
 1.2500,  0.00139,  1.1170,  5.5148
 1.2500,  0.00096,  1.2287,  4.2201
 1.2500,  0.00063,  1.3404,  2.8727
