 1.2500,  0.00063, -1.3404,  3.0768
 1.2500,  0.00096, -1.2287,  2.1331
 1.2500,  0.00139, -1.1170,  5.9793
 1.2500,  0.00193, -1.0053,  5.7826
 1.2500,  0.00257, -0.8936,  0.3310
 1.2500,  0.00330, -0.7819,  4.6361
 1.2500,  0.00408, -0.6702,  1.6909
 1.2500,  0.00487, -0.5585,  2.6568
 1.2500,  0.00562, -0.4468,  3.4424
 1.2500,  0.00627, -0.3351,  5.9234
 1.2500,  0.00679, -0.2234,  2.6248
 1.2500,  0.00711, -0.1117,  6.1767
 1.2500,  0.00722,  0.0000,  1.8941
 1.2500,  0.00711,  0.1117,  4.4051
 1.2500,  0.00679,  0.2234,  4.1867
 1.2500,  0.00627,  0.3351,  3.3874
 1.2500,  0.00562,  0.4468,  4.3863
 1.2500,  0.00487,  0.5585,  4.1879
 1.2500,  0.00408,  0.6702,  1.1192
 1.2500,  0.00330,  0.7819,  0.8043
 1.2500,  0.00257,  0.8936,  6.2774
 1.2500,  0.00193,  1.0053,  1.0752
 1.2500,  0.00139,  1.1170,  0.2048
 1.2500,  0.00096,  1.2287,  3.5261
 1.2500,  0.00063,  1.3404,  5.5409
