 1.2500,  0.00038, -1.3404,  2.6378
 1.2500,  0.00058, -1.2287,  4.3654
 1.2500,  0.00083, -1.1170,  5.9604
 1.2500,  0.00116, -1.0053,  1.1196
 1.2500,  0.00154, -0.8936,  2.3913
 1.2500,  0.00198, -0.7819,  3.4766
 1.2500,  0.00245, -0.6702,  4.3620
 1.2500,  0.00292, -0.5585,  5.0364
 1.2500,  0.00337, -0.4468,  5.4913
 1.2500,  0.00376, -0.3351,  5.7212
 1.2500,  0.00407, -0.2234,  5.7232
 1.2500,  0.00427, -0.1117,  5.4971
 1.2500,  0.00433,  0.0000,  5.0460
 1.2500,  0.00427,  0.1117,  4.3753
 1.2500,  0.00407,  0.2234,  3.4934
 1.2500,  0.00376,  0.3351,  2.4114
 1.2500,  0.00337,  0.4468,  1.1427
 1.2500,  0.00292,  0.5585,  5.9863
 1.2500,  0.00245,  0.6702,  4.3938
 1.2500,  0.00198,  0.7819,  2.6682
 1.2500,  0.00154,  0.8936,  0.8311
 1.2500,  0.00116,  1.0053,  5.1885
 1.2500,  0.00083,  1.1170,  3.1979
 1.2500,  0.00058,  1.2287,  1.1676
 1.2500,  0.00038,  1.3404,  5.4059
