 0.8000,  0.00038, -1.3404,  1.2410
 0.8000,  0.00058, -1.2287,  1.8231
 0.8000,  0.00083, -1.1170,  2.3824
 0.8000,  0.00116, -1.0053,  2.9120
 0.8000,  0.00154, -0.8936,  3.4054
 0.8000,  0.00198, -0.7819,  3.8563
 0.8000,  0.00245, -0.6702,  4.2591
 0.8000,  0.00292, -0.5585,  4.6088
 0.8000,  0.00337, -0.4468,  4.9011
 0.8000,  0.00376, -0.3351,  5.1324
 0.8000,  0.00407, -0.2234,  5.2996
 0.8000,  0.00427, -0.1117,  5.4008
 0.8000,  0.00433,  0.0000,  5.4347
 0.8000,  0.00427,  0.1117,  5.4008
 0.8000,  0.00407,  0.2234,  5.2996
 0.8000,  0.00376,  0.3351,  5.1324
 0.8000,  0.00337,  0.4468,  4.9011
 0.8000,  0.00292,  0.5585,  4.6088
 0.8000,  0.00245,  0.6702,  4.2591
 0.8000,  0.00198,  0.7819,  3.8563
 0.8000,  0.00154,  0.8936,  3.4054
 0.8000,  0.00116,  1.0053,  2.9120
 0.8000,  0.00083,  1.1170,  2.3824
 0.8000,  0.00058,  1.2287,  1.8231
 0.8000,  0.00038,  1.3404,  1.2410
