 1.0000,  0.00063, -1.3404,  3.1359
 1.0000,  0.00096, -1.2287,  3.0344
 1.0000,  0.00139, -1.1170,  2.8950
 1.0000,  0.00193, -1.0053,  2.7196
 1.0000,  0.00257, -0.8936,  2.5103
 1.0000,  0.00330, -0.7819,  2.2696
 1.0000,  0.00408, -0.6702,  2.0007
 1.0000,  0.00487, -0.5585,  1.7069
 1.0000,  0.00562, -0.4468,  1.3918
 1.0000,  0.00627, -0.3351,  1.0593
 1.0000,  0.00679, -0.2234,  0.7136
 1.0000,  0.00711, -0.1117,  0.3590
 1.0000,  0.00722,  0.0000,  6.2832
 1.0000,  0.00711,  0.1117,  5.9241
 1.0000,  0.00679,  0.2234,  5.5696
 1.0000,  0.00627,  0.3351,  5.2239
 1.0000,  0.00562,  0.4468,  4.8914
 1.0000,  0.00487,  0.5585,  4.5763
 1.0000,  0.00408,  0.6702,  4.2825
 1.0000,  0.00330,  0.7819,  4.0135
 1.0000,  0.00257,  0.8936,  3.7729
 1.0000,  0.00193,  1.0053,  3.5636
 1.0000,  0.00139,  1.1170,  3.3882
 1.0000,  0.00096,  1.2287,  3.2488
 1.0000,  0.00063,  1.3404,  3.1473
