 1.0000,  0.00038, -1.3404,  2.3905
 1.0000,  0.00058, -1.2287,  3.5116
 1.0000,  0.00083, -1.1170,  4.5890
 1.0000,  0.00116, -1.0053,  5.6092
 1.0000,  0.00154, -0.8936,  0.2763
 1.0000,  0.00198, -0.7819,  1.1448
 1.0000,  0.00245, -0.6702,  1.9208
 1.0000,  0.00292, -0.5585,  2.5945
 1.0000,  0.00337, -0.4468,  3.1575
 1.0000,  0.00376, -0.3351,  3.6029
 1.0000,  0.00407, -0.2234,  3.9250
 1.0000,  0.00427, -0.1117,  4.1199
 1.0000,  0.00433,  0.0000,  4.1851
 1.0000,  0.00427,  0.1117,  4.1199
 1.0000,  0.00407,  0.2234,  3.9250
 1.0000,  0.00376,  0.3351,  3.6029
 1.0000,  0.00337,  0.4468,  3.1575
 1.0000,  0.00292,  0.5585,  2.5945
 1.0000,  0.00245,  0.6702,  1.9208
 1.0000,  0.00198,  0.7819,  1.1448
 1.0000,  0.00154,  0.8936,  0.2763
 1.0000,  0.00116,  1.0053,  5.6092
 1.0000,  0.00083,  1.1170,  4.5890
 1.0000,  0.00058,  1.2287,  3.5116
 1.0000,  0.00038,  1.3404,  2.3905
