 0.8000,  0.00088, -1.3404,  2.1990
 0.8000,  0.00134, -1.2287,  1.2352
 0.8000,  0.00195, -1.1170,  1.5776
 0.8000,  0.00270, -1.0053,  3.8707
 0.8000,  0.00360, -0.8936,  2.9738
 0.8000,  0.00462, -0.7819,  2.2095
 0.8000,  0.00571, -0.6702,  5.2203
 0.8000,  0.00681, -0.5585,  3.6773
 0.8000,  0.00786, -0.4468,  3.4540
 0.8000,  0.00878, -0.3351,  5.7629
 0.8000,  0.00950, -0.2234,  1.7960
 0.8000,  0.00996, -0.1117,  4.7576
 0.8000,  0.01011,  0.0000,  4.7358
 0.8000,  0.00996,  0.1117,  2.3904
 0.8000,  0.00950,  0.2234,  3.5677
 0.8000,  0.00878,  0.3351,  0.4766
 0.8000,  0.00786,  0.4468,  0.3390
 0.8000,  0.00681,  0.5585,  3.3351
 0.8000,  0.00571,  0.6702,  4.8957
 0.8000,  0.00462,  0.7819,  5.8686
 0.8000,  0.00360,  0.8936,  0.8162
 0.8000,  0.00270,  1.0053,  3.5740
 0.8000,  0.00195,  1.1170,  2.9493
 0.8000,  0.00134,  1.2287,  0.0748
 0.8000,  0.00088,  1.3404,  2.1182
