 1.2500,  0.00063, -1.3404,  4.8991
 1.2500,  0.00096, -1.2287,  4.7405
 1.2500,  0.00139, -1.1170,  4.5228
 1.2500,  0.00193, -1.0053,  4.2487
 1.2500,  0.00257, -0.8936,  3.9217
 1.2500,  0.00330, -0.7819,  3.5458
 1.2500,  0.00408, -0.6702,  3.1257
 1.2500,  0.00487, -0.5585,  2.6666
 1.2500,  0.00562, -0.4468,  2.1743
 1.2500,  0.00627, -0.3351,  1.6549
 1.2500,  0.00679, -0.2234,  1.1149
 1.2500,  0.00711, -0.1117,  0.5609
 1.2500,  0.00722,  0.0000,  6.2832
 1.2500,  0.00711,  0.1117,  5.7223
 1.2500,  0.00679,  0.2234,  5.1683
 1.2500,  0.00627,  0.3351,  4.6283
 1.2500,  0.00562,  0.4468,  4.1089
 1.2500,  0.00487,  0.5585,  3.6166
 1.2500,  0.00408,  0.6702,  3.1575
 1.2500,  0.00330,  0.7819,  2.7374
 1.2500,  0.00257,  0.8936,  2.3615
 1.2500,  0.00193,  1.0053,  2.0344
 1.2500,  0.00139,  1.1170,  1.7604
 1.2500,  0.00096,  1.2287,  1.5427
 1.2500,  0.00063,  1.3404,  1.3840
