 1.2500,  0.00063, -1.3404,  3.6698
 1.2500,  0.00096, -1.2287,  0.6771
 1.2500,  0.00139, -1.1170,  5.6945
 1.2500,  0.00193, -1.0053,  5.5270
 1.2500,  0.00257, -0.8936,  5.1381
 1.2500,  0.00330, -0.7819,  1.6382
 1.2500,  0.00408, -0.6702,  3.7345
 1.2500,  0.00487, -0.5585,  0.1415
 1.2500,  0.00562, -0.4468,  2.6720
 1.2500,  0.00627, -0.3351,  1.9649
 1.2500,  0.00679, -0.2234,  1.0146
 1.2500,  0.00711, -0.1117,  1.1232
 1.2500,  0.00722,  0.0000,  2.6571
 1.2500,  0.00711,  0.1117,  0.5921
 1.2500,  0.00679,  0.2234,  3.7606
 1.2500,  0.00627,  0.3351,  2.9589
 1.2500,  0.00562,  0.4468,  4.3728
 1.2500,  0.00487,  0.5585,  4.3975
 1.2500,  0.00408,  0.6702,  4.0120
 1.2500,  0.00330,  0.7819,  0.2111
 1.2500,  0.00257,  0.8936,  0.4323
 1.2500,  0.00193,  1.0053,  2.0081
 1.2500,  0.00139,  1.1170,  3.3355
 1.2500,  0.00096,  1.2287,  4.1120
 1.2500,  0.00063,  1.3404,  2.5611
