 1.0000,  0.00076, -1.3404,  3.8158
 1.0000,  0.00115, -1.2287,  2.8283
 1.0000,  0.00167, -1.1170,  2.8823
 1.0000,  0.00231, -1.0053,  4.1591
 1.0000,  0.00308, -0.8936,  4.8398
 1.0000,  0.00396, -0.7819,  2.2005
 1.0000,  0.00489, -0.6702,  4.1595
 1.0000,  0.00584, -0.5585,  2.6148
 1.0000,  0.00674, -0.4468,  5.2900
 1.0000,  0.00753, -0.3351,  5.2334
 1.0000,  0.00814, -0.2234,  1.6113
 1.0000,  0.00853, -0.1117,  3.8545
 1.0000,  0.00867,  0.0000,  3.6584
 1.0000,  0.00853,  0.1117,  3.3976
 1.0000,  0.00814,  0.2234,  5.4660
 1.0000,  0.00753,  0.3351,  1.6637
 1.0000,  0.00674,  0.4468,  1.9985
 1.0000,  0.00584,  0.5585,  0.7490
 1.0000,  0.00489,  0.6702,  5.9051
 1.0000,  0.00396,  0.7819,  4.0561
 1.0000,  0.00308,  0.8936,  3.0126
 1.0000,  0.00231,  1.0053,  4.0169
 1.0000,  0.00167,  1.1170,  3.4226
 1.0000,  0.00115,  1.2287,  4.0672
 1.0000,  0.00076,  1.3404,  3.4173
