 1.2500,  0.00063, -1.3404,  4.2046
 1.2500,  0.00096, -1.2287,  1.1965
 1.2500,  0.00139, -1.1170,  2.3180
 1.2500,  0.00193, -1.0053,  2.8948
 1.2500,  0.00257, -0.8936,  6.1678
 1.2500,  0.00330, -0.7819,  0.9827
 1.2500,  0.00408, -0.6702,  5.3754
 1.2500,  0.00487, -0.5585,  4.0512
 1.2500,  0.00562, -0.4468,  2.3642
 1.2500,  0.00627, -0.3351,  1.1996
 1.2500,  0.00679, -0.2234,  2.6908
 1.2500,  0.00711, -0.1117,  3.0286
 1.2500,  0.00722,  0.0000,  0.7578
 1.2500,  0.00711,  0.1117,  3.7040
 1.2500,  0.00679,  0.2234,  1.4212
 1.2500,  0.00627,  0.3351,  2.4166
 1.2500,  0.00562,  0.4468,  3.6630
 1.2500,  0.00487,  0.5585,  1.5821
 1.2500,  0.00408,  0.6702,  1.8249
 1.2500,  0.00330,  0.7819,  3.8773
 1.2500,  0.00257,  0.8936,  1.6668
 1.2500,  0.00193,  1.0053,  5.1797
 1.2500,  0.00139,  1.1170,  6.1743
 1.2500,  0.00096,  1.2287,  4.5883
 1.2500,  0.00063,  1.3404,  2.1606
